appointment_id,customer_id,employee_id,appointment_datetime,status,booking_source
105,524,1,2023-08-14 10:15:00,Completed,Appointment
106,1190,3,2023-08-14 12:30:00,Completed,Phone
107,912,1,2023-08-14 11:00:00,Completed,Walk-in
108,648,1,2023-08-14 15:00:00,Completed,Appointment
109,991,1,2023-08-14 14:45:00,Completed,Appointment
110,550,3,2023-08-14 12:45:00,Completed,Online
111,988,1,2023-08-14 13:00:00,Completed,Online
112,560,2,2023-08-14 15:00:00,Completed,Phone
113,923,2,2023-08-14 12:00:00,Completed,Appointment
114,938,1,2023-08-15 15:30:00,Completed,Walk-in
115,459,3,2023-08-15 09:15:00,Completed,Walk-in
116,796,4,2023-08-15 13:00:00,Completed,Appointment
117,665,4,2023-08-15 14:45:00,Completed,Online
118,934,3,2023-08-15 09:15:00,Completed,Appointment
119,912,1,2023-08-15 13:15:00,Completed,Appointment
120,244,4,2023-08-15 17:45:00,Completed,Walk-in
121,41,1,2023-08-15 14:00:00,Completed,Appointment
122,747,4,2023-08-15 16:45:00,Completed,Appointment
123,1183,3,2023-08-15 13:00:00,No-show,Online
124,1003,1,2023-08-15 17:45:00,Completed,Online
125,557,3,2023-08-15 17:45:00,Completed,Appointment
126,915,3,2023-08-16 11:45:00,Completed,Walk-in
127,1069,4,2023-08-16 16:30:00,Completed,Phone
128,380,3,2023-08-16 14:45:00,Completed,Appointment
129,1186,3,2023-08-16 10:00:00,Completed,Online
130,819,4,2023-08-16 15:45:00,Completed,Walk-in
131,435,4,2023-08-16 16:45:00,Completed,Phone
132,434,2,2023-08-16 11:00:00,Completed,Appointment
133,666,4,2023-08-16 18:30:00,Completed,Phone
134,401,3,2023-08-16 12:15:00,Completed,Walk-in
135,408,2,2023-08-16 15:30:00,No-show,Phone
136,589,4,2023-08-16 14:45:00,Completed,Phone
137,225,2,2023-08-16 13:15:00,No-show,Walk-in
138,431,3,2023-08-17 18:45:00,Completed,Walk-in
139,724,3,2023-08-17 16:30:00,Completed,Appointment
140,1000,1,2023-08-17 15:30:00,Completed,Walk-in
141,1164,1,2023-08-17 18:15:00,Cancelled,Appointment
142,640,1,2023-08-17 13:15:00,Completed,Appointment
143,215,3,2023-08-17 16:00:00,Completed,Online
144,825,2,2023-08-17 09:45:00,Completed,Phone
145,711,1,2023-08-17 10:15:00,Completed,Phone
146,886,3,2023-08-17 10:15:00,Cancelled,Online
147,228,2,2023-08-18 11:45:00,Completed,Appointment
148,1213,1,2023-08-18 18:00:00,Completed,Appointment
149,720,3,2023-08-18 14:30:00,Completed,Walk-in
150,166,2,2023-08-18 15:30:00,Completed,Walk-in
151,563,4,2023-08-18 15:15:00,Completed,Appointment
152,633,1,2023-08-18 16:30:00,No-show,Appointment
153,35,3,2023-08-18 10:00:00,Completed,Walk-in
154,179,3,2023-08-18 12:00:00,Completed,Online
155,126,1,2023-08-18 14:30:00,Completed,Walk-in
156,982,2,2023-08-18 17:45:00,Completed,Appointment
157,70,3,2023-08-18 18:15:00,Completed,Appointment
158,349,2,2023-08-18 17:15:00,Completed,Online
159,123,2,2023-08-19 10:30:00,Completed,Walk-in
160,843,3,2023-08-19 14:00:00,Completed,Walk-in
161,437,4,2023-08-19 15:00:00,Completed,Online
162,636,4,2023-08-19 13:45:00,Completed,Online
163,596,1,2023-08-19 09:45:00,Completed,Appointment
164,77,1,2023-08-19 14:30:00,Completed,Appointment
165,661,4,2023-08-19 13:45:00,Completed,Phone
166,141,2,2023-08-19 16:15:00,Completed,Phone
167,364,1,2023-08-19 13:30:00,Completed,Appointment
168,839,1,2023-08-19 16:45:00,Completed,Online
169,158,1,2023-08-19 09:15:00,Completed,Phone
170,765,3,2023-08-19 11:30:00,Completed,Online
171,619,1,2023-08-21 18:15:00,Completed,Appointment
172,763,1,2023-08-21 10:45:00,Completed,Phone
173,345,1,2023-08-21 13:45:00,Completed,Online
174,355,3,2023-08-21 13:30:00,Cancelled,Appointment
175,385,1,2023-08-21 09:15:00,Completed,Phone
176,111,1,2023-08-21 15:00:00,Completed,Online
177,94,2,2023-08-21 12:45:00,No-show,Appointment
178,899,1,2023-08-21 11:30:00,Completed,Phone
179,88,2,2023-08-22 17:00:00,Completed,Appointment
180,636,1,2023-08-22 13:45:00,Completed,Appointment
181,13,4,2023-08-22 14:30:00,Completed,Appointment
182,1184,1,2023-08-22 10:00:00,Completed,Appointment
183,470,1,2023-08-22 15:30:00,Completed,Appointment
184,221,4,2023-08-22 14:00:00,Completed,Walk-in
185,544,1,2023-08-22 11:45:00,Completed,Appointment
186,219,2,2023-08-22 17:15:00,Completed,Appointment
187,94,1,2023-08-22 17:45:00,Completed,Walk-in
188,1039,4,2023-08-22 10:00:00,Completed,Online
189,258,2,2023-08-23 14:45:00,Completed,Appointment
190,30,1,2023-08-23 14:00:00,Completed,Phone
191,1102,2,2023-08-23 17:00:00,Completed,Online
192,150,4,2023-08-23 17:00:00,Completed,Appointment
193,1018,1,2023-08-23 10:45:00,Completed,Online
194,179,1,2023-08-23 13:45:00,Completed,Appointment
195,406,2,2023-08-23 15:45:00,Completed,Walk-in
196,665,4,2023-08-24 13:45:00,Completed,Phone
197,1060,2,2023-08-24 14:15:00,Cancelled,Appointment
198,441,4,2023-08-24 17:15:00,Completed,Appointment
199,147,3,2023-08-24 11:00:00,Completed,Appointment
200,171,1,2023-08-24 09:45:00,Completed,Appointment
201,796,1,2023-08-24 10:00:00,Completed,Appointment
202,562,3,2023-08-24 12:30:00,Completed,Appointment
203,498,4,2023-08-25 18:00:00,Completed,Walk-in
204,346,1,2023-08-25 13:30:00,Completed,Appointment
205,789,1,2023-08-25 12:00:00,Completed,Phone
206,495,1,2023-08-25 10:00:00,Completed,Online
207,488,2,2023-08-25 17:30:00,Completed,Walk-in
208,171,3,2023-08-25 18:30:00,Completed,Appointment
209,964,2,2023-08-25 11:00:00,Cancelled,Walk-in
210,1243,1,2023-08-25 09:30:00,Completed,Online
211,461,1,2023-08-25 11:45:00,Completed,Walk-in
212,462,1,2023-08-26 13:15:00,Completed,Walk-in
213,1101,4,2023-08-26 09:00:00,Completed,Appointment
214,1096,3,2023-08-26 12:45:00,Completed,Online
215,257,1,2023-08-26 12:45:00,Completed,Phone
216,1238,3,2023-08-26 10:30:00,Completed,Online
217,326,1,2023-08-26 11:30:00,Completed,Appointment
218,1129,2,2023-08-26 18:30:00,Completed,Appointment
219,539,4,2023-08-26 14:00:00,Completed,Online
220,925,3,2023-08-26 12:15:00,Completed,Online
221,1239,4,2023-08-26 17:45:00,Completed,Walk-in
222,266,1,2023-08-26 11:00:00,Completed,Appointment
223,515,1,2023-08-26 16:45:00,Completed,Phone
224,1055,3,2023-08-26 13:30:00,Completed,Online
225,21,4,2023-08-26 10:00:00,Completed,Walk-in
226,250,2,2023-08-26 10:45:00,Completed,Phone
227,389,4,2023-08-28 17:15:00,Completed,Online
228,922,1,2023-08-28 11:45:00,Completed,Online
229,906,2,2023-08-28 12:15:00,Completed,Appointment
230,777,1,2023-08-28 14:30:00,Completed,Appointment
231,712,1,2023-08-28 16:45:00,Completed,Phone
232,315,3,2023-08-28 16:30:00,Completed,Appointment
233,153,1,2023-08-29 12:15:00,Completed,Walk-in
234,774,1,2023-08-29 13:30:00,Completed,Walk-in
235,43,4,2023-08-29 18:45:00,No-show,Walk-in
236,7,2,2023-08-29 12:00:00,Completed,Appointment
237,418,1,2023-08-29 15:15:00,Completed,Walk-in
238,1008,2,2023-08-29 17:15:00,Completed,Appointment
239,989,4,2023-08-29 14:45:00,Completed,Phone
240,448,4,2023-08-29 16:45:00,Completed,Appointment
241,144,3,2023-08-30 13:15:00,Completed,Appointment
242,418,2,2023-08-30 16:15:00,Completed,Appointment
243,756,4,2023-08-30 17:00:00,Completed,Walk-in
244,1241,2,2023-08-30 10:15:00,Completed,Walk-in
245,1149,1,2023-08-30 16:45:00,Completed,Walk-in
246,502,2,2023-08-30 12:00:00,Completed,Walk-in
247,1181,1,2023-08-30 11:00:00,Completed,Online
248,1137,4,2023-08-30 17:00:00,Completed,Phone
249,212,1,2023-08-31 14:15:00,Completed,Appointment
250,824,2,2023-08-31 11:45:00,Completed,Online
251,1045,1,2023-08-31 15:15:00,Completed,Appointment
252,137,1,2023-08-31 15:30:00,Completed,Appointment
253,1085,2,2023-08-31 16:15:00,Completed,Appointment
254,1099,3,2023-08-31 11:45:00,Completed,Appointment
255,183,2,2023-08-31 14:00:00,Completed,Appointment
256,240,1,2023-08-31 12:45:00,Completed,Appointment
257,664,1,2023-08-31 17:45:00,Completed,Appointment
258,258,3,2023-08-31 15:30:00,Completed,Appointment
259,838,1,2023-09-01 12:45:00,Completed,Appointment
260,448,2,2023-09-01 09:15:00,Completed,Appointment
261,620,3,2023-09-01 16:00:00,Completed,Phone
262,1036,1,2023-09-01 12:45:00,Completed,Walk-in
263,452,1,2023-09-01 14:45:00,Completed,Phone
264,552,4,2023-09-01 14:30:00,Cancelled,Appointment
265,423,2,2023-09-01 17:30:00,Completed,Appointment
266,562,4,2023-09-01 16:30:00,Completed,Appointment
267,365,3,2023-09-01 09:00:00,Completed,Phone
268,1102,3,2023-09-02 14:15:00,Cancelled,Phone
269,172,3,2023-09-02 13:00:00,Completed,Appointment
270,1140,4,2023-09-02 17:30:00,Completed,Appointment
271,386,1,2023-09-02 17:45:00,Completed,Appointment
272,621,3,2023-09-02 13:30:00,Completed,Appointment
273,309,2,2023-09-02 10:30:00,Completed,Phone
274,73,1,2023-09-02 16:00:00,Completed,Appointment
275,893,3,2023-09-02 14:45:00,Completed,Online
276,771,1,2023-09-02 10:15:00,Completed,Appointment
277,1230,4,2023-09-02 16:30:00,Completed,Walk-in
278,171,3,2023-09-02 11:15:00,Completed,Appointment
279,139,2,2023-09-02 13:00:00,Completed,Appointment
280,450,1,2023-09-02 17:45:00,Completed,Online
281,215,1,2023-09-02 15:30:00,Completed,Online
282,1207,3,2023-09-04 11:30:00,Completed,Appointment
283,41,3,2023-09-04 11:00:00,Completed,Walk-in
284,942,2,2023-09-04 10:30:00,Completed,Phone
285,1163,1,2023-09-04 15:45:00,Completed,Walk-in
286,660,3,2023-09-04 10:00:00,Completed,Walk-in
287,704,4,2023-09-04 12:45:00,Completed,Appointment
288,774,4,2023-09-04 14:15:00,Completed,Appointment
289,1183,4,2023-09-04 12:30:00,Completed,Online
290,766,2,2023-09-05 17:45:00,Cancelled,Online
291,801,1,2023-09-05 13:15:00,Completed,Phone
292,1002,2,2023-09-05 15:00:00,Completed,Appointment
293,163,3,2023-09-05 10:45:00,Completed,Walk-in
294,1072,3,2023-09-05 16:45:00,Completed,Phone
295,149,3,2023-09-05 17:30:00,Completed,Appointment
296,62,3,2023-09-05 17:15:00,Completed,Appointment
297,313,1,2023-09-05 15:45:00,Completed,Walk-in
298,1072,2,2023-09-06 12:30:00,Completed,Appointment
299,1135,3,2023-09-06 15:30:00,Completed,Online
300,474,3,2023-09-06 11:15:00,Completed,Walk-in
301,105,1,2023-09-06 15:45:00,Completed,Appointment
302,811,1,2023-09-06 16:00:00,Cancelled,Phone
303,340,3,2023-09-07 11:00:00,Completed,Phone
304,1005,2,2023-09-07 18:30:00,Completed,Online
305,1243,1,2023-09-07 17:30:00,Completed,Online
306,763,2,2023-09-07 15:00:00,Completed,Walk-in
307,592,4,2023-09-07 11:00:00,Completed,Appointment
308,954,1,2023-09-07 17:15:00,Completed,Appointment
309,724,1,2023-09-07 15:00:00,Cancelled,Online
310,1225,1,2023-09-07 16:30:00,Completed,Appointment
311,1036,3,2023-09-08 10:45:00,Completed,Appointment
312,478,4,2023-09-08 12:00:00,Completed,Appointment
313,726,1,2023-09-08 11:00:00,Completed,Appointment
314,1247,3,2023-09-08 16:00:00,Completed,Walk-in
315,372,1,2023-09-08 11:30:00,Completed,Appointment
316,511,1,2023-09-08 14:00:00,Cancelled,Walk-in
317,751,2,2023-09-08 13:15:00,Cancelled,Appointment
318,1145,3,2023-09-08 15:30:00,Completed,Appointment
319,1135,4,2023-09-08 09:00:00,Completed,Phone
320,32,1,2023-09-08 10:45:00,Completed,Appointment
321,758,1,2023-09-08 15:00:00,Completed,Appointment
322,587,1,2023-09-08 11:00:00,Completed,Appointment
323,354,3,2023-09-09 11:45:00,Completed,Walk-in
324,1199,1,2023-09-09 17:15:00,Completed,Appointment
325,602,1,2023-09-09 11:30:00,No-show,Phone
326,1163,3,2023-09-09 11:15:00,Completed,Walk-in
327,359,4,2023-09-09 13:45:00,Completed,Phone
328,531,1,2023-09-09 17:30:00,Completed,Appointment
329,915,3,2023-09-09 10:30:00,Completed,Appointment
330,812,4,2023-09-09 09:00:00,Completed,Walk-in
331,163,3,2023-09-09 10:15:00,Completed,Appointment
332,728,3,2023-09-09 14:15:00,Completed,Phone
333,127,1,2023-09-09 17:30:00,Completed,Appointment
334,441,2,2023-09-09 10:45:00,Completed,Online
335,84,3,2023-09-09 12:30:00,Completed,Phone
336,786,1,2023-09-09 13:15:00,Completed,Appointment
337,1198,1,2023-09-11 13:30:00,Cancelled,Phone
338,684,3,2023-09-11 14:30:00,Completed,Online
339,265,3,2023-09-11 17:00:00,Completed,Phone
340,360,1,2023-09-11 15:15:00,Completed,Phone
341,622,3,2023-09-11 16:00:00,Completed,Phone
342,752,1,2023-09-11 12:00:00,Completed,Walk-in
343,692,2,2023-09-12 17:15:00,Completed,Online
344,501,1,2023-09-12 13:00:00,Completed,Appointment
345,1184,2,2023-09-12 10:45:00,Completed,Walk-in
346,183,1,2023-09-12 14:45:00,Completed,Appointment
347,800,1,2023-09-12 15:00:00,Cancelled,Appointment
348,98,1,2023-09-12 09:00:00,Completed,Appointment
349,1096,2,2023-09-12 09:00:00,Completed,Appointment
350,698,1,2023-09-12 12:15:00,Completed,Online
351,1063,1,2023-09-12 14:45:00,Completed,Appointment
352,125,3,2023-09-13 15:00:00,Completed,Walk-in
353,1149,2,2023-09-13 15:30:00,Completed,Appointment
354,223,2,2023-09-13 10:45:00,Completed,Phone
355,261,1,2023-09-13 11:15:00,Completed,Phone
356,579,1,2023-09-13 16:15:00,Completed,Appointment
357,99,3,2023-09-13 11:15:00,Cancelled,Phone
358,882,4,2023-09-13 14:45:00,Completed,Appointment
359,827,3,2023-09-13 11:15:00,Completed,Appointment
360,394,1,2023-09-13 13:30:00,Completed,Appointment
361,773,4,2023-09-13 16:45:00,No-show,Walk-in
362,607,2,2023-09-14 17:00:00,Completed,Appointment
363,545,3,2023-09-14 12:30:00,No-show,Appointment
364,763,1,2023-09-14 16:30:00,Completed,Appointment
365,818,2,2023-09-14 15:00:00,Completed,Phone
366,215,3,2023-09-14 16:00:00,Completed,Walk-in
367,572,1,2023-09-14 10:00:00,Completed,Walk-in
368,903,1,2023-09-14 16:15:00,Completed,Phone
369,400,1,2023-09-14 11:15:00,Completed,Appointment
370,779,4,2023-09-14 09:45:00,Completed,Walk-in
371,365,1,2023-09-14 18:30:00,Completed,Phone
372,731,2,2023-09-15 13:00:00,Completed,Appointment
373,1152,1,2023-09-15 14:15:00,Completed,Appointment
374,582,1,2023-09-15 15:30:00,Completed,Appointment
375,522,1,2023-09-15 14:00:00,Completed,Appointment
376,1219,3,2023-09-15 10:30:00,Completed,Appointment
377,180,4,2023-09-15 12:00:00,Completed,Online
378,478,2,2023-09-15 12:45:00,Completed,Appointment
379,163,3,2023-09-15 10:30:00,Completed,Phone
380,827,4,2023-09-15 09:15:00,Completed,Appointment
381,237,1,2023-09-15 13:30:00,Completed,Appointment
382,502,2,2023-09-16 10:00:00,Completed,Phone
383,163,2,2023-09-16 15:00:00,Completed,Online
384,1143,2,2023-09-16 16:30:00,Completed,Online
385,99,1,2023-09-16 17:30:00,Completed,Phone
386,1119,3,2023-09-16 12:30:00,Completed,Phone
387,414,3,2023-09-16 15:30:00,Completed,Walk-in
388,437,2,2023-09-16 15:45:00,Completed,Appointment
389,134,2,2023-09-16 15:30:00,Cancelled,Phone
390,519,1,2023-09-16 18:30:00,Completed,Phone
391,763,2,2023-09-16 16:00:00,Completed,Walk-in
392,830,3,2023-09-16 17:30:00,Completed,Appointment
393,405,1,2023-09-16 09:30:00,Completed,Walk-in
394,418,2,2023-09-16 17:00:00,Completed,Appointment
395,45,4,2023-09-16 18:45:00,Completed,Appointment
396,190,2,2023-09-18 15:45:00,Completed,Phone
397,669,2,2023-09-18 17:00:00,Completed,Appointment
398,503,2,2023-09-18 16:45:00,Completed,Appointment
399,948,1,2023-09-18 14:45:00,Completed,Appointment
400,949,3,2023-09-19 15:00:00,Completed,Walk-in
401,1248,2,2023-09-19 16:00:00,Completed,Appointment
402,925,4,2023-09-19 15:15:00,Completed,Appointment
403,1129,1,2023-09-19 14:15:00,Completed,Appointment
404,1047,4,2023-09-19 17:15:00,Completed,Online
405,973,4,2023-09-19 17:00:00,Completed,Walk-in
406,82,3,2023-09-19 16:00:00,Completed,Phone
407,724,3,2023-09-19 15:30:00,Completed,Appointment
408,858,2,2023-09-19 15:15:00,Completed,Appointment
409,649,1,2023-09-20 17:30:00,Completed,Appointment
410,860,1,2023-09-20 12:45:00,Completed,Appointment
411,900,3,2023-09-20 18:45:00,Completed,Online
412,1164,3,2023-09-20 17:45:00,Completed,Online
413,278,1,2023-09-20 16:00:00,Completed,Appointment
414,284,1,2023-09-20 15:45:00,Completed,Online
415,1215,1,2023-09-20 14:15:00,Completed,Phone
416,758,2,2023-09-20 10:15:00,Completed,Online
417,725,2,2023-09-20 14:00:00,Completed,Walk-in
418,707,2,2023-09-21 17:00:00,Completed,Appointment
419,509,1,2023-09-21 15:30:00,Completed,Walk-in
420,620,3,2023-09-21 10:15:00,Completed,Appointment
421,1163,2,2023-09-21 15:15:00,Completed,Appointment
422,842,4,2023-09-21 11:15:00,Completed,Appointment
423,741,2,2023-09-21 15:15:00,Cancelled,Walk-in
424,1068,1,2023-09-21 11:30:00,Completed,Phone
425,1183,1,2023-09-21 13:15:00,No-show,Phone
426,27,3,2023-09-21 11:30:00,Completed,Appointment
427,544,1,2023-09-22 10:15:00,Completed,Walk-in
428,873,1,2023-09-22 18:45:00,Completed,Appointment
429,166,3,2023-09-22 12:45:00,Completed,Online
430,811,2,2023-09-22 16:00:00,Completed,Phone
431,546,4,2023-09-22 11:45:00,Completed,Appointment
432,511,2,2023-09-22 14:00:00,Completed,Appointment
433,1204,4,2023-09-22 12:45:00,Completed,Appointment
434,112,4,2023-09-22 15:15:00,Completed,Phone
435,718,2,2023-09-23 16:45:00,Completed,Appointment
436,523,1,2023-09-23 11:30:00,Completed,Walk-in
437,259,1,2023-09-23 09:00:00,Completed,Walk-in
438,383,2,2023-09-23 12:15:00,Completed,Appointment
439,261,1,2023-09-23 13:15:00,Completed,Appointment
440,151,3,2023-09-23 10:45:00,Completed,Appointment
441,630,4,2023-09-23 09:45:00,Completed,Appointment
442,1057,1,2023-09-23 18:00:00,Completed,Phone
443,14,2,2023-09-23 11:45:00,Completed,Appointment
444,1028,2,2023-09-23 11:15:00,Completed,Phone
445,476,4,2023-09-23 15:00:00,Completed,Appointment
446,948,3,2023-09-23 11:00:00,Completed,Online
447,544,4,2023-09-25 16:00:00,Completed,Walk-in
448,1039,2,2023-09-25 10:15:00,Completed,Appointment
449,763,1,2023-09-25 12:30:00,Completed,Online
450,519,3,2023-09-25 14:00:00,Completed,Phone
451,783,4,2023-09-25 11:45:00,Completed,Walk-in
452,340,2,2023-09-25 16:30:00,Completed,Online
453,127,4,2023-09-25 16:30:00,Completed,Appointment
454,681,1,2023-09-26 17:30:00,Completed,Walk-in
455,250,4,2023-09-26 11:00:00,Completed,Phone
456,64,2,2023-09-26 14:15:00,Completed,Appointment
457,1071,1,2023-09-26 18:45:00,Completed,Online
458,1182,1,2023-09-26 12:30:00,Completed,Phone
459,1198,1,2023-09-26 16:45:00,Completed,Appointment
460,919,4,2023-09-26 11:45:00,Completed,Appointment
461,811,1,2023-09-26 10:45:00,Completed,Online
462,1123,1,2023-09-26 14:15:00,Completed,Walk-in
463,1080,1,2023-09-26 16:45:00,Completed,Online
464,911,4,2023-09-26 15:30:00,Completed,Phone
465,535,1,2023-09-27 18:45:00,Completed,Phone
466,795,1,2023-09-27 10:15:00,Completed,Walk-in
467,799,2,2023-09-27 14:00:00,Cancelled,Phone
468,778,3,2023-09-27 15:00:00,Completed,Appointment
469,1020,1,2023-09-27 18:15:00,Completed,Phone
470,959,2,2023-09-27 12:45:00,Completed,Phone
471,403,1,2023-09-27 17:00:00,Completed,Appointment
472,430,2,2023-09-27 13:15:00,Cancelled,Appointment
473,141,2,2023-09-27 17:30:00,Completed,Walk-in
474,1062,1,2023-09-28 12:30:00,Completed,Online
475,279,4,2023-09-28 11:15:00,Completed,Appointment
476,544,3,2023-09-28 11:30:00,Completed,Appointment
477,1057,2,2023-09-28 15:45:00,Completed,Phone
478,1135,4,2023-09-28 12:30:00,Completed,Walk-in
479,1235,3,2023-09-29 14:00:00,Completed,Walk-in
480,1047,2,2023-09-29 13:45:00,Completed,Online
481,587,3,2023-09-29 10:30:00,Completed,Phone
482,1185,4,2023-09-29 11:45:00,Completed,Walk-in
483,1228,2,2023-09-29 17:00:00,Completed,Appointment
484,1228,3,2023-09-29 18:15:00,Completed,Online
485,843,3,2023-09-29 13:45:00,Completed,Appointment
486,281,4,2023-09-29 15:30:00,Completed,Appointment
487,209,4,2023-09-29 14:00:00,Completed,Appointment
488,229,1,2023-09-29 12:15:00,Completed,Walk-in
489,1014,2,2023-09-29 15:00:00,Completed,Appointment
490,189,3,2023-09-30 12:45:00,Cancelled,Walk-in
491,492,2,2023-09-30 10:00:00,Completed,Appointment
492,592,4,2023-09-30 15:00:00,Completed,Appointment
493,649,3,2023-09-30 15:30:00,Completed,Appointment
494,410,2,2023-09-30 13:45:00,No-show,Phone
495,959,3,2023-09-30 14:00:00,Completed,Appointment
496,918,2,2023-09-30 09:30:00,Completed,Appointment
497,630,3,2023-09-30 09:15:00,Completed,Online
