appointment_service_id,appointment_id,service_id,quantity,unit_price
182,145,3,1,65.0
183,147,2,1,45.0
184,147,9,1,15.0
185,147,5,1,38.0
186,148,8,1,58.0
187,149,6,1,55.0
188,149,1,1,28.0
189,150,1,1,28.0
190,150,10,1,12.0
191,151,6,1,55.0
192,153,4,1,48.0
193,153,9,1,15.0
194,154,3,1,65.0
195,154,9,1,15.0
196,155,7,1,72.0
197,155,10,1,12.0
198,156,1,1,28.0
199,157,4,1,48.0
200,158,8,1,58.0
201,159,7,1,72.0
202,160,8,1,58.0
203,161,5,1,38.0
204,162,3,1,65.0
205,163,8,1,58.0
206,164,7,1,72.0
207,164,10,1,12.0
208,164,6,1,55.0
209,165,2,1,45.0
210,166,1,1,28.0
211,167,2,1,45.0
212,168,7,1,72.0
213,169,4,1,48.0
214,169,6,1,55.0
215,170,11,1,22.0
216,170,10,1,12.0
217,171,1,1,28.0
218,172,11,1,22.0
219,172,10,1,12.0
220,173,2,1,45.0
221,173,12,1,10.0
222,175,3,1,65.0
223,176,7,1,72.0
224,178,7,1,72.0
225,179,11,1,22.0
226,179,12,1,10.0
227,179,2,1,45.0
228,180,5,1,38.0
229,180,9,1,15.0
230,181,6,1,55.0
231,182,7,1,72.0
232,182,5,1,38.0
233,183,5,1,38.0
234,183,9,1,15.0
235,184,8,1,58.0
236,184,12,1,10.0
237,185,6,1,55.0
238,186,2,1,45.0
239,186,10,1,12.0
240,187,6,1,55.0
241,188,5,1,38.0
242,188,1,1,28.0
243,189,4,1,48.0
244,189,12,1,10.0
245,190,2,1,45.0
246,190,6,1,55.0
247,191,2,1,45.0
248,192,5,1,38.0
249,193,6,1,55.0
250,193,1,1,28.0
251,194,4,1,48.0
252,195,2,1,45.0
253,196,6,1,55.0
254,196,9,1,15.0
255,198,7,1,72.0
256,199,1,1,28.0
257,199,12,1,10.0
258,199,2,1,45.0
259,200,6,1,55.0
260,201,6,1,55.0
261,202,2,1,45.0
262,203,3,1,65.0
263,204,5,1,38.0
264,204,12,1,10.0
265,205,1,1,28.0
266,205,10,1,12.0
267,205,5,1,38.0
268,206,4,1,48.0
269,207,1,1,28.0
270,208,2,1,45.0
271,210,6,1,55.0
272,210,9,1,15.0
273,211,2,1,45.0
274,212,5,1,38.0
275,212,9,1,15.0
276,213,7,1,72.0
277,213,9,1,15.0
278,214,4,1,48.0
279,214,12,1,10.0
280,215,2,1,45.0
281,216,2,1,45.0
282,216,9,1,15.0
283,217,6,1,55.0
284,218,4,1,48.0
285,219,2,1,45.0
286,220,4,1,48.0
287,220,12,1,10.0
288,221,1,1,28.0
289,222,3,1,65.0
290,222,9,1,15.0
291,223,2,1,45.0
292,223,10,1,12.0
293,224,8,1,58.0
294,224,9,1,15.0
295,225,6,1,55.0
296,226,6,1,55.0
297,226,5,1,38.0
298,227,1,1,28.0
299,227,10,1,12.0
300,228,2,1,45.0
301,229,6,1,55.0
302,230,4,1,48.0
303,231,2,1,45.0
304,232,8,1,58.0
305,233,3,1,65.0
306,234,2,1,45.0
307,234,9,1,15.0
308,236,1,1,28.0
309,237,8,1,58.0
310,238,7,1,72.0
311,239,6,1,55.0
312,240,4,1,48.0
313,241,5,1,38.0
314,242,5,1,38.0
315,243,6,1,55.0
316,244,2,1,45.0
317,244,9,1,15.0
318,245,5,1,38.0
319,245,9,1,15.0
320,245,1,1,28.0
321,246,4,1,48.0
322,247,7,1,72.0
323,248,2,1,45.0
324,248,5,1,38.0
325,249,5,1,38.0
326,250,3,1,65.0
327,251,4,1,48.0
328,251,12,1,10.0
329,252,4,1,48.0
330,252,12,1,10.0
331,253,6,1,55.0
332,254,5,1,38.0
333,255,1,1,28.0
334,256,1,1,28.0
335,256,9,1,15.0
336,257,6,1,55.0
337,258,4,1,48.0
338,259,4,1,48.0
339,259,9,1,15.0
340,260,1,1,28.0
341,261,4,1,48.0
342,262,6,1,55.0
343,262,10,1,12.0
344,263,2,1,45.0
345,265,5,1,38.0
346,266,8,1,58.0
347,266,12,1,10.0
348,267,2,1,45.0
349,267,5,1,38.0
350,269,8,1,58.0
351,269,12,1,10.0
352,270,7,1,72.0
353,271,7,1,72.0
354,272,4,1,48.0
355,272,12,1,10.0
356,272,6,1,55.0
357,273,2,1,45.0
358,274,2,1,45.0
359,275,5,1,38.0
360,275,12,1,10.0
361,276,2,1,45.0
362,276,10,1,12.0
363,276,6,1,55.0
364,277,7,1,72.0
365,278,5,1,38.0
366,279,3,1,65.0
367,279,6,1,55.0
368,280,3,1,65.0
369,281,2,1,45.0
370,282,8,1,58.0
371,283,3,1,65.0
372,283,12,1,10.0
373,284,1,1,28.0
374,285,5,1,38.0
375,285,10,1,12.0
376,286,2,1,45.0
377,287,7,1,72.0
378,288,2,1,45.0
379,288,12,1,10.0
380,289,11,1,22.0
381,289,12,1,10.0
382,291,2,1,45.0
383,292,4,1,48.0
384,293,4,1,48.0
385,293,9,1,15.0
386,293,1,1,28.0
387,294,6,1,55.0
388,295,1,1,28.0
389,295,12,1,10.0
390,295,6,1,55.0
391,296,2,1,45.0
392,296,9,1,15.0
393,297,1,1,28.0
394,298,5,1,38.0
395,299,7,1,72.0
396,300,4,1,48.0
397,300,10,1,12.0
398,301,4,1,48.0
399,301,10,1,12.0
400,303,4,1,48.0
401,304,4,1,48.0
402,305,2,1,45.0
403,305,12,1,10.0
404,306,3,1,65.0
405,306,9,1,15.0
406,307,7,1,72.0
407,308,7,1,72.0
408,310,2,1,45.0
409,310,12,1,10.0
410,311,3,1,65.0
411,312,8,1,58.0
412,312,2,1,45.0
413,313,6,1,55.0
414,314,1,1,28.0
415,315,11,1,22.0
416,318,2,1,45.0
417,319,6,1,55.0
418,320,4,1,48.0
419,321,4,1,48.0
420,322,5,1,38.0
421,323,7,1,72.0
422,324,7,1,72.0
423,324,10,1,12.0
424,326,2,1,45.0
425,327,2,1,45.0
426,327,12,1,10.0
427,328,3,1,65.0
428,328,9,1,15.0
429,329,2,1,45.0
430,330,7,1,72.0
431,330,9,1,15.0
432,331,5,1,38.0
433,331,9,1,15.0
434,332,7,1,72.0
435,333,2,1,45.0
436,334,5,1,38.0
437,335,4,1,48.0
438,335,9,1,15.0
439,336,2,1,45.0
440,338,7,1,72.0
441,339,5,1,38.0
442,340,6,1,55.0
443,341,5,1,38.0
444,341,12,1,10.0
445,342,2,1,45.0
446,343,6,1,55.0
447,344,6,1,55.0
448,345,6,1,55.0
449,346,2,1,45.0
450,348,11,1,22.0
451,348,10,1,12.0
452,349,8,1,58.0
453,350,3,1,65.0
454,351,2,1,45.0
455,351,9,1,15.0
456,352,2,1,45.0
457,353,2,1,45.0
458,354,5,1,38.0
459,354,12,1,10.0
460,355,2,1,45.0
461,355,9,1,15.0
462,356,3,1,65.0
463,358,2,1,45.0
464,359,6,1,55.0
465,359,10,1,12.0
466,360,2,1,45.0
467,362,7,1,72.0
468,362,12,1,10.0
469,364,11,1,22.0
470,365,4,1,48.0
471,365,6,1,55.0
472,366,2,1,45.0
473,367,11,1,22.0
474,368,3,1,65.0
475,369,6,1,55.0
476,369,10,1,12.0
477,370,11,1,22.0
478,371,2,1,45.0
479,371,1,1,28.0
480,372,3,1,65.0
481,373,5,1,38.0
482,374,1,1,28.0
483,375,3,1,65.0
484,376,2,1,45.0
485,377,4,1,48.0
486,378,2,1,45.0
487,379,6,1,55.0
488,380,3,1,65.0
489,381,2,1,45.0
490,381,12,1,10.0
491,382,5,1,38.0
492,383,4,1,48.0
493,384,2,1,45.0
494,384,10,1,12.0
495,385,6,1,55.0
496,385,5,1,38.0
497,386,1,1,28.0
498,386,10,1,12.0
499,387,3,1,65.0
500,387,12,1,10.0
501,388,1,1,28.0
502,390,1,1,28.0
503,391,6,1,55.0
504,392,1,1,28.0
505,393,6,1,55.0
506,394,7,1,72.0
507,394,12,1,10.0
508,395,2,1,45.0
509,396,6,1,55.0
510,396,12,1,10.0
511,397,11,1,22.0
512,398,6,1,55.0
513,399,6,1,55.0
514,399,10,1,12.0
515,400,11,1,22.0
516,401,5,1,38.0
517,402,3,1,65.0
518,403,2,1,45.0
519,403,10,1,12.0
520,404,1,1,28.0
521,404,12,1,10.0
522,405,11,1,22.0
523,406,4,1,48.0
524,407,8,1,58.0
525,408,6,1,55.0
526,408,10,1,12.0
527,409,6,1,55.0
528,410,7,1,72.0
529,411,11,1,22.0
530,412,1,1,28.0
531,413,4,1,48.0
532,414,4,1,48.0
533,414,12,1,10.0
534,415,2,1,45.0
535,416,8,1,58.0
536,416,10,1,12.0
537,416,2,1,45.0
538,417,2,1,45.0
539,417,9,1,15.0
540,418,5,1,38.0
541,419,8,1,58.0
542,419,12,1,10.0
543,420,11,1,22.0
544,421,2,1,45.0
545,421,10,1,12.0
546,422,3,1,65.0
547,422,9,1,15.0
548,424,3,1,65.0
549,424,12,1,10.0
550,426,3,1,65.0
551,427,6,1,55.0
552,428,3,1,65.0
553,429,5,1,38.0
554,430,7,1,72.0
555,431,2,1,45.0
556,432,11,1,22.0
557,433,1,1,28.0
558,433,9,1,15.0
559,434,4,1,48.0
560,434,10,1,12.0
561,435,2,1,45.0
562,436,2,1,45.0
563,437,8,1,58.0
564,437,10,1,12.0
565,438,7,1,72.0
566,439,6,1,55.0
567,439,9,1,15.0
568,440,11,1,22.0
569,441,7,1,72.0
570,442,7,1,72.0
571,442,10,1,12.0
572,443,6,1,55.0
573,444,2,1,45.0
574,445,7,1,72.0
575,445,9,1,15.0
576,446,2,1,45.0
577,447,8,1,58.0
578,447,12,1,10.0
579,448,5,1,38.0
580,449,5,1,38.0
581,450,5,1,38.0
582,451,4,1,48.0
583,452,2,1,45.0
584,453,5,1,38.0
585,454,8,1,58.0
586,455,5,1,38.0
587,456,2,1,45.0
588,457,11,1,22.0
589,458,5,1,38.0
590,458,10,1,12.0
591,459,7,1,72.0
592,459,10,1,12.0
593,460,3,1,65.0
594,461,6,1,55.0
595,462,6,1,55.0
596,463,4,1,48.0
597,464,11,1,22.0
598,464,9,1,15.0
599,465,3,1,65.0
600,466,8,1,58.0
601,468,5,1,38.0
602,468,10,1,12.0
603,469,3,1,65.0
604,470,2,1,45.0
605,470,5,1,38.0
606,471,4,1,48.0
607,471,10,1,12.0
608,473,3,1,65.0
609,474,2,1,45.0
610,475,4,1,48.0
611,476,5,1,38.0
612,477,11,1,22.0
613,478,3,1,65.0
614,479,6,1,55.0
615,480,1,1,28.0
616,481,5,1,38.0
617,482,3,1,65.0
618,482,12,1,10.0
619,483,2,1,45.0
620,484,6,1,55.0
621,484,9,1,15.0
622,485,2,1,45.0
623,486,2,1,45.0
624,486,1,1,28.0
625,487,6,1,55.0
626,488,7,1,72.0
627,489,2,1,45.0
628,491,2,1,45.0
629,492,5,1,38.0
630,493,2,1,45.0
631,495,7,1,72.0
632,496,5,1,38.0
633,497,7,1,72.0
634,497,2,1,45.0
635,498,2,1,45.0
636,499,2,1,45.0
637,500,7,1,72.0
638,501,1,1,28.0
639,501,9,1,15.0
640,502,7,1,72.0
641,502,9,1,15.0
642,503,3,1,65.0
643,503,12,1,10.0
644,504,1,1,28.0
645,504,9,1,15.0
646,505,4,1,48.0
647,505,12,1,10.0
648,506,1,1,28.0
649,507,6,1,55.0
650,507,9,1,15.0
651,509,3,1,65.0
652,511,7,1,72.0
653,512,8,1,58.0
654,513,6,1,55.0
655,514,5,1,38.0
656,514,10,1,12.0
657,515,6,1,55.0
658,515,10,1,12.0
659,516,2,1,45.0
660,516,9,1,15.0
661,517,5,1,38.0
662,517,10,1,12.0
663,518,2,1,45.0
664,519,1,1,28.0
665,520,4,1,48.0
666,521,2,1,45.0
667,522,4,1,48.0
668,522,10,1,12.0
669,523,3,1,65.0
670,524,3,1,65.0
671,525,8,1,58.0
672,526,6,1,55.0
673,526,9,1,15.0
674,527,2,1,45.0
675,528,6,1,55.0
676,528,9,1,15.0
677,529,11,1,22.0
678,530,11,1,22.0
679,530,12,1,10.0
680,531,5,1,38.0
681,532,2,1,45.0
682,532,1,1,28.0
683,533,2,1,45.0
684,534,4,1,48.0
685,535,8,1,58.0
686,536,2,1,45.0
687,537,3,1,65.0
688,537,10,1,12.0
689,539,4,1,48.0
690,540,5,1,38.0
691,541,2,1,45.0
692,542,6,1,55.0
693,543,3,1,65.0
694,544,6,1,55.0
695,545,7,1,72.0
696,546,6,1,55.0
697,547,2,1,45.0
698,548,1,1,28.0
699,548,10,1,12.0
700,549,5,1,38.0
701,549,12,1,10.0
702,549,1,1,28.0
703,550,3,1,65.0
704,550,10,1,12.0
705,551,2,1,45.0
706,551,10,1,12.0
707,552,8,1,58.0
708,552,10,1,12.0
709,553,5,1,38.0
710,553,12,1,10.0
711,555,2,1,45.0
712,555,10,1,12.0
713,556,3,1,65.0
714,556,9,1,15.0
715,557,5,1,38.0
716,558,3,1,65.0
717,558,10,1,12.0
718,559,7,1,72.0
719,560,5,1,38.0
720,561,7,1,72.0
721,562,6,1,55.0
722,563,1,1,28.0
723,564,2,1,45.0
724,565,6,1,55.0
725,566,3,1,65.0
726,567,11,1,22.0
727,567,10,1,12.0
728,568,11,1,22.0
729,568,10,1,12.0
730,569,2,1,45.0
731,569,1,1,28.0
732,570,4,1,48.0
733,570,10,1,12.0
734,571,2,1,45.0
735,573,6,1,55.0
736,573,9,1,15.0
737,574,5,1,38.0
738,575,4,1,48.0
739,577,2,1,45.0
740,578,6,1,55.0
741,579,3,1,65.0
742,580,2,1,45.0
743,580,9,1,15.0
744,581,2,1,45.0
745,582,6,1,55.0
746,582,12,1,10.0
747,583,7,1,72.0
748,584,3,1,65.0
749,584,9,1,15.0
750,585,3,1,65.0
751,586,2,1,45.0
752,587,4,1,48.0
753,587,1,1,28.0
754,588,7,1,72.0
755,588,5,1,38.0
756,589,2,1,45.0
757,590,2,1,45.0
758,590,12,1,10.0
759,591,5,1,38.0
760,593,2,1,45.0
761,594,2,1,45.0
762,595,5,1,38.0
763,595,12,1,10.0
764,596,2,1,45.0
765,597,8,1,58.0
766,598,3,1,65.0
767,598,9,1,15.0
768,599,6,1,55.0
769,599,12,1,10.0
770,601,3,1,65.0
771,601,2,1,45.0
772,602,2,1,45.0
773,602,9,1,15.0
774,603,7,1,72.0
775,604,3,1,65.0
776,604,12,1,10.0
777,605,2,1,45.0
778,606,6,1,55.0
779,606,12,1,10.0
780,607,3,1,65.0
781,608,2,1,45.0
782,609,2,1,45.0
783,610,4,1,48.0
784,610,9,1,15.0
785,611,5,1,38.0
786,612,3,1,65.0
787,612,10,1,12.0
788,613,2,1,45.0
789,613,12,1,10.0
790,614,7,1,72.0
791,615,2,1,45.0
792,615,9,1,15.0
793,616,2,1,45.0
794,616,10,1,12.0
795,617,4,1,48.0
796,619,7,1,72.0
797,619,10,1,12.0
798,621,5,1,38.0
799,622,2,1,45.0
800,623,6,1,55.0
801,624,4,1,48.0
802,624,9,1,15.0
803,625,8,1,58.0
804,625,12,1,10.0
805,626,8,1,58.0
806,627,2,1,45.0
807,628,7,1,72.0
808,629,5,1,38.0
809,629,9,1,15.0
810,630,1,1,28.0
811,631,2,1,45.0
812,632,2,1,45.0
813,634,3,1,65.0
814,634,12,1,10.0
815,634,1,1,28.0
816,635,5,1,38.0
817,636,7,1,72.0
818,637,6,1,55.0
819,639,4,1,48.0
820,639,12,1,10.0
821,640,3,1,65.0
822,640,5,1,38.0
823,641,6,1,55.0
824,642,11,1,22.0
825,642,9,1,15.0
826,643,3,1,65.0
827,643,10,1,12.0
828,644,5,1,38.0
829,645,1,1,28.0
830,645,10,1,12.0
831,647,5,1,38.0
832,647,2,1,45.0
833,648,8,1,58.0
834,648,12,1,10.0
835,649,6,1,55.0
836,651,8,1,58.0
837,651,9,1,15.0
838,652,1,1,28.0
839,652,10,1,12.0
840,653,6,1,55.0
841,655,5,1,38.0
842,655,10,1,12.0
843,657,2,1,45.0
844,657,10,1,12.0
845,658,7,1,72.0
846,659,6,1,55.0
847,660,11,1,22.0
848,660,10,1,12.0
849,661,3,1,65.0
850,662,6,1,55.0
851,662,10,1,12.0
852,663,2,1,45.0
853,664,4,1,48.0
854,665,5,1,38.0
855,667,4,1,48.0
856,668,7,1,72.0
857,669,11,1,22.0
858,669,12,1,10.0
859,669,2,1,45.0
860,671,4,1,48.0
861,671,12,1,10.0
862,672,7,1,72.0
863,673,7,1,72.0
864,674,5,1,38.0
865,675,3,1,65.0
866,676,6,1,55.0
867,676,1,1,28.0
868,677,1,1,28.0
869,678,6,1,55.0
870,679,2,1,45.0
871,679,10,1,12.0
872,680,2,1,45.0
873,681,2,1,45.0
874,681,12,1,10.0
875,682,2,1,45.0
876,683,4,1,48.0
877,683,9,1,15.0
878,684,2,1,45.0
879,685,2,1,45.0
880,685,10,1,12.0
881,686,6,1,55.0
882,687,2,1,45.0
883,687,9,1,15.0
884,688,11,1,22.0
885,691,7,1,72.0
886,692,7,1,72.0
887,692,1,1,28.0
888,693,7,1,72.0
889,693,9,1,15.0
890,694,11,1,22.0
891,694,9,1,15.0
892,695,5,1,38.0
893,695,9,1,15.0
894,696,3,1,65.0
895,697,6,1,55.0
896,697,10,1,12.0
897,698,2,1,45.0
898,698,10,1,12.0
899,699,11,1,22.0
900,699,5,1,38.0
901,700,4,1,48.0
902,701,6,1,55.0
903,702,11,1,22.0
904,703,5,1,38.0
905,703,10,1,12.0
906,704,6,1,55.0
907,705,2,1,45.0
908,706,2,1,45.0
909,707,5,1,38.0
910,707,2,1,45.0
911,708,1,1,28.0
912,709,5,1,38.0
913,710,5,1,38.0
914,711,1,1,28.0
915,711,9,1,15.0
916,712,4,1,48.0
917,713,5,1,38.0
918,714,11,1,22.0
919,715,2,1,45.0
920,716,2,1,45.0
921,717,8,1,58.0
922,718,4,1,48.0
923,720,2,1,45.0
924,721,4,1,48.0
925,721,12,1,10.0
926,723,5,1,38.0
927,724,5,1,38.0
928,724,9,1,15.0
929,725,2,1,45.0
930,725,10,1,12.0
931,726,7,1,72.0
932,727,5,1,38.0
933,727,12,1,10.0
934,729,11,1,22.0
935,730,7,1,72.0
936,731,8,1,58.0
937,733,7,1,72.0
938,733,12,1,10.0
939,734,5,1,38.0
940,735,6,1,55.0
941,735,9,1,15.0
942,736,1,1,28.0
943,738,3,1,65.0
944,739,4,1,48.0
945,740,5,1,38.0
946,740,10,1,12.0
947,741,3,1,65.0
948,742,1,1,28.0
949,742,5,1,38.0
950,743,3,1,65.0
951,744,2,1,45.0
952,745,4,1,48.0
953,746,6,1,55.0
954,747,8,1,58.0
955,748,4,1,48.0
956,749,7,1,72.0
957,751,2,1,45.0
958,751,6,1,55.0
959,752,7,1,72.0
960,752,12,1,10.0
961,753,4,1,48.0
962,753,10,1,12.0
963,755,5,1,38.0
964,757,2,1,45.0
965,759,4,1,48.0
966,760,3,1,65.0
967,760,12,1,10.0
968,761,11,1,22.0
969,761,12,1,10.0
970,762,7,1,72.0
971,763,2,1,45.0
972,764,8,1,58.0
973,765,1,1,28.0
974,767,3,1,65.0
975,767,12,1,10.0
976,769,2,1,45.0
977,769,10,1,12.0
978,770,7,1,72.0
979,770,9,1,15.0
980,771,3,1,65.0
981,771,12,1,10.0
982,772,1,1,28.0
983,773,5,1,38.0
984,774,2,1,45.0
985,775,6,1,55.0
986,776,7,1,72.0
987,776,12,1,10.0
988,777,2,1,45.0
989,777,12,1,10.0
990,778,2,1,45.0
991,779,4,1,48.0
992,780,6,1,55.0
993,780,12,1,10.0
994,781,11,1,22.0
995,782,2,1,45.0
996,782,9,1,15.0
997,783,4,1,48.0
998,784,2,1,45.0
999,785,4,1,48.0
1000,786,4,1,48.0
1001,786,10,1,12.0
1002,788,8,1,58.0
1003,789,2,1,45.0
1004,790,2,1,45.0
1005,791,7,1,72.0
1006,792,6,1,55.0
1007,792,12,1,10.0
1008,793,6,1,55.0
1009,793,2,1,45.0
1010,794,5,1,38.0
1011,796,3,1,65.0
1012,798,8,1,58.0
1013,800,2,1,45.0
1014,800,9,1,15.0
1015,801,2,1,45.0
1016,801,12,1,10.0
1017,802,6,1,55.0
1018,803,5,1,38.0
1019,804,5,1,38.0
1020,805,5,1,38.0
1021,806,5,1,38.0
1022,807,5,1,38.0
1023,808,1,1,28.0
1024,809,2,1,45.0
1025,810,7,1,72.0
1026,811,4,1,48.0
1027,812,2,1,45.0
1028,812,10,1,12.0
1029,813,8,1,58.0
1030,814,5,1,38.0
1031,815,4,1,48.0
1032,815,9,1,15.0
1033,816,2,1,45.0
1034,816,6,1,55.0
1035,817,2,1,45.0
1036,818,4,1,48.0
1037,818,10,1,12.0
1038,820,1,1,28.0
1039,821,6,1,55.0
1040,822,4,1,48.0
1041,823,6,1,55.0
1042,824,2,1,45.0
1043,825,11,1,22.0
1044,825,5,1,38.0
1045,826,2,1,45.0
1046,826,9,1,15.0
1047,827,5,1,38.0
1048,828,2,1,45.0
1049,828,5,1,38.0
1050,829,2,1,45.0
1051,830,2,1,45.0
1052,831,6,1,55.0
1053,832,4,1,48.0
1054,833,6,1,55.0
1055,834,2,1,45.0
1056,835,5,1,38.0
1057,836,2,1,45.0
1058,836,10,1,12.0
1059,837,6,1,55.0
1060,837,9,1,15.0
1061,838,1,1,28.0
1062,840,11,1,22.0
1063,840,10,1,12.0
1064,841,6,1,55.0
1065,842,6,1,55.0
1066,843,6,1,55.0
1067,844,5,1,38.0
1068,845,3,1,65.0
1069,846,2,1,45.0
1070,846,12,1,10.0
1071,847,1,1,28.0
1072,847,6,1,55.0
1073,848,3,1,65.0
1074,848,10,1,12.0
1075,848,1,1,28.0
1076,849,3,1,65.0
1077,850,1,1,28.0
1078,851,2,1,45.0
1079,852,2,1,45.0
1080,853,2,1,45.0
1081,853,10,1,12.0
1082,854,2,1,45.0
1083,855,5,1,38.0
1084,855,12,1,10.0
1085,856,8,1,58.0
1086,857,8,1,58.0
1087,857,12,1,10.0
1088,858,6,1,55.0
1089,858,10,1,12.0
1090,859,6,1,55.0
1091,860,2,1,45.0
1092,861,3,1,65.0
1093,861,12,1,10.0
1094,862,3,1,65.0
1095,862,12,1,10.0
1096,862,1,1,28.0
1097,863,6,1,55.0
1098,863,12,1,10.0
1099,864,3,1,65.0
1100,865,7,1,72.0
1101,865,12,1,10.0
1102,866,2,1,45.0
1103,868,4,1,48.0
1104,869,2,1,45.0
1105,869,12,1,10.0
1106,872,6,1,55.0
1107,872,9,1,15.0
1108,873,7,1,72.0
1109,874,2,1,45.0
1110,875,6,1,55.0
1111,876,4,1,48.0
1112,877,1,1,28.0
1113,880,5,1,38.0
1114,880,12,1,10.0
1115,881,6,1,55.0
1116,882,1,1,28.0
1117,883,4,1,48.0
1118,884,1,1,28.0
1119,886,2,1,45.0
1120,886,12,1,10.0
1121,887,2,1,45.0
1122,888,7,1,72.0
1123,889,7,1,72.0
1124,889,1,1,28.0
1125,892,5,1,38.0
1126,894,5,1,38.0
1127,895,6,1,55.0
1128,895,9,1,15.0
1129,896,1,1,28.0
1130,897,3,1,65.0
1131,898,2,1,45.0
1132,899,5,1,38.0
1133,899,12,1,10.0
1134,900,2,1,45.0
1135,901,5,1,38.0
1136,901,10,1,12.0
1137,902,3,1,65.0
1138,902,12,1,10.0
1139,903,4,1,48.0
1140,903,9,1,15.0
1141,904,6,1,55.0
1142,904,10,1,12.0
1143,905,3,1,65.0
1144,906,5,1,38.0
1145,907,2,1,45.0
1146,908,2,1,45.0
1147,909,8,1,58.0
1148,910,5,1,38.0
1149,910,6,1,55.0
